gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
BG01598,19.785237273709168,-1.8368116675748194,0.7000976109982876,-2.6236508148566045,0.008699292140781805,0.1914903509090989
CASP8,19.965899209052647,-1.905165042139398,0.728836350271442,-2.613981919850531,0.00894937722461768,0.1914903509090989
BG00084,38.148370021531186,-2.08670394845352,0.8005804345388579,-2.606488815399894,0.009147581140722918,0.192894645793505
BG01398,32.09863394956457,1.5419621226159157,0.5992493791180288,2.573155978710174,0.010077577883357697,0.2036510530595201
KIF23,299.7081017175373,1.3851457010227781,0.5373161859479586,2.5778968459307414,0.009940366713007978,0.2036510530595201
BG01839,100.35892349902433,-1.7627842979405084,0.6835969440426971,-2.5786895528169675,0.009917587135502585,0.2036510530595201
BG00876,67.51584199329848,1.3702171950919335,0.5350223259447777,2.561046761314705,0.010435730890038623,0.20518903304062427
BG00489,63.402148152587095,-1.3921650085344324,0.5426425030215843,-2.5655288717387057,0.010301864744580917,0.20518903304062427
BG00259,129.85073946161188,1.3657966062584925,0.5345817353642597,2.554888272282348,0.010622188745631603,0.20607046166525309
MX1,19.837310257277462,1.5844406601141015,0.6259813812406503,2.5311306495631762,0.011369549020314616,0.21766702400733903
BG01261,56.18655934269461,1.3937040490945085,0.5526261986269394,2.5219652136603723,0.011670124825562097,0.22051989118432272
BG00712,31.031463082353202,-1.4884427325627363,0.6009285723035707,-2.476904579286373,0.013252732787899416,0.24721443854350833
CCNB1,12.632714479825983,1.7874821392061817,0.7231351619597717,2.471850676382433,0.013441564810860562,0.24756299746584962
BG01270,56.329945751980055,1.453979558375544,0.5910690920909656,2.45991471696134,0.013897003447786235,0.25275175020661217
IFIT1,21.334605147964293,1.8612943990337243,0.7669067301283985,2.4270153408643305,0.015223612110703342,0.2734611805070785
BG00155,1232.1472049900453,-1.3166671926597011,0.5437258343092414,-2.4215645267847496,0.015453857141341997,0.27421173342259275
BG01464,187.86193136573385,1.313326532176315,0.5486010666873141,2.393955484094731,0.01666777160698423,0.2887096153352626
BG01766,491.2261747383358,-1.1693575695439222,0.4884175262546408,-2.3941761027925668,0.016657748741737866,0.2887096153352626
BG01046,68.5882612373771,1.4034266899033336,0.5908018028983085,2.375461081903465,0.017527040604136075,0.30002169504727044
BG01584,99.51824261532774,1.4083656082305227,0.5964141258932035,2.3613887516854537,0.01820663363811458,0.3044902522236404
BG01269,98.05471351978865,1.4305380671781578,0.6057529739278169,2.361586535683479,0.018196924454273556,0.3044902522236404
BG00564,19.807632474451456,-1.5884721824105272,0.6754502317894876,-2.3517234988611184,0.018686659765687633,0.30896693135313075
BG01260,180.84577505226483,-1.6363167268959402,0.698052834882925,-2.344115867920481,0.019072245360269174,0.31179906740664776
BG00137,20.57154427961677,-1.5270792231506496,0.6572322743796107,-2.323500051168552,0.020152304909776878,0.31932694000260325
NUSAP1,948.8216953279954,1.175153110855907,0.5061534592087085,2.3217328450013452,0.02024732523122065,0.31932694000260325
BG00923,65.81084850703424,1.2442735095392958,0.5345517012127574,2.3276953505458238,0.01992828621016544,0.31932694000260325
BG01349,16.8181497838152,-1.6538551322822328,0.7132641822346497,-2.3187132811025517,0.020410587917692166,0.31932694000260325
BG01557,118.10780502553636,-1.2467978091534382,0.5453963416791121,-2.2860399197305226,0.022251923270030206,0.3444313655095101
BG00789,6.977430306326469,1.9560900862654393,0.8632536104960244,2.265950657468403,0.02345440450388656,0.3592227216121573
BG01037,128.94915856279167,1.372344335924264,0.6147984706346967,2.2321856697325595,0.025602694139694224,0.38640704084953553
BG00815,12.8002682866491,1.9325383485552745,0.8666853681323227,2.2298038245641885,0.025760469389969034,0.38640704084953553
BG00948,73.6708549301833,1.1640603750673544,0.5254402340116545,2.2154001534673777,0.026732610816962488,0.3887553178918035
BG00146,17.315462573773647,-1.520998867066201,0.6850121784135036,-2.220396826504388,0.02639184228813909,0.3887553178918035
BG00577,14.7520739828523,1.64735235461781,0.7454549182625622,2.2098618095609424,0.027114754433438415,0.3887553178918035
BG01384,3007.7838628147088,-1.1513113809315227,0.5214566483827264,-2.207875543445963,0.02725295012025014,0.3887553178918035
BG00983,488.84961525151294,1.173687607333332,0.5293680604904227,2.217148511464768,0.02661294469757319,0.3887553178918035
BG00951,95.91381452382245,-1.3220939332473054,0.6072445759537538,-2.1772017167395705,0.029465520284233465,0.4162362331413562
BG01477,77.38488659839483,-1.075415814909885,0.49518750140968126,-2.1717345689227443,0.02987568949143365,0.41797238663496117
BG01196,125.15688950225865,1.042532658862157,0.48101059681924024,2.16737981607073,0.030205905003436968,0.41856754076191227
BG01533,438.29879297711244,1.0373152242599017,0.47944068619107205,2.163594484441605,0.03049548521552369,0.4185936885715752
BG01805,1233.8437262232849,1.1864631937231105,0.5502691430830203,2.1561506921424924,0.031071900295289705,0.42251976569763106
BG01499,25.73304671813014,1.4967236237399206,0.7032085400799011,2.128420715098052,0.033302217135628864,0.44453877002146786
BG01310,13.757361254654823,-1.6372330231091585,0.7680909055428841,-2.1315615264992203,0.03304290941491921,0.44453877002146786
BG00492,214.161623029823,-1.3367995903560659,0.6305456677223955,-2.120067837726555,0.03400032480096117,0.4497315689581682
OAS1,16.64965889157628,1.5361252873515576,0.7376519474589825,2.0824526968892396,0.037301139327725746,0.4889473668634321
BG01681,10.822736956551173,-1.6607335935420893,0.7989954604645597,-2.0785269450423276,0.03766085179214092,0.489254815692545
BG01220,10.036843400298737,-1.5620760192784287,0.7537062136568082,-2.0725263915492977,0.038216377633647915,0.49207813678723644
BG01586,94.66996934799619,1.148459951749014,0.5555273401288665,2.0673329083724377,0.038702795394179944,0.49396988858361246
CXCL10,14.116039017052856,1.473393711817292,0.7229753589742559,2.037958408302761,0.04155409251621972,0.4959965018707163
BG01861,295.3862929297579,1.078476209514117,0.5291669098194659,2.038064341328631,0.041543498699210674,0.4959965018707163
BG00065,135.84251755964127,-1.1908802023740628,0.5819789066796343,-2.0462600769646353,0.04073078935948896,0.4959965018707163
BG00271,67.06905096910799,-1.167163274079918,0.56930686031415,-2.050147917479624,0.04034999861488746,0.4959965018707163
BG01379,81.82784459212763,1.524634869953416,0.7440689041122163,2.049050647765653,0.04045716262796612,0.4959965018707163
BG00608,243.39962272532728,-1.3472142565102978,0.6622761816648511,-2.034218191455455,0.04192960118907086,0.4959965018707163
BG00133,29.269326784901693,-1.403057292275574,0.6812119827754937,-2.059648578932849,0.039432148536597184,0.4959965018707163
BG01471,29.68721502331769,1.3586908562390752,0.6674517885055492,2.035638947468007,0.04178662384534189,0.4959965018707163
UBE2C,25.43522940650585,1.3249450181675257,0.649291842151183,2.0406001310255517,0.041290589154507236,0.4959965018707163
BG00524,10.268516628293684,-1.5105041670624617,0.7473422521980015,-2.021167895458783,0.04326238787567038,0.5076352770895194
BG01571,113.62754609680542,-1.3034821836594117,0.6475367565569908,-2.012985626623174,0.04411614147970871,0.5099022140976048
BG00409,276.67703269180834,-0.9682594335901977,0.4810982345478007,-2.0126023420150254,0.04415648039608124,0.5099022140976048
BG01921,151.28274352530914,1.0635278491429736,0.5338325271329646,1.9922499943096852,0.04634363533048288,0.5267967922332233
BG01136,2152.233285315229,-1.166889494130203,0.5854712888838608,-1.9930772290384295,0.046252991027966525,0.5267967922332233
BG00910,65.03256484801878,-1.2216108146941078,0.6151321543680888,-1.9859323009200205,0.047040841538555526,0.5305769336325449
BG00533,142.94304696839953,1.006543591539119,0.5089922658611177,1.9775223692962005,0.04798261454995584,0.5329366730548529
BG01083,39.08866600935152,-1.2788994969083909,0.6460516934181237,-1.97956217735767,0.0477527465148426,0.5329366730548529
BG00109,43.87060098000088,1.465487775663472,0.7426177780912016,1.9734078807408975,0.04844911047360277,0.5340413313567579
BG01203,32.73066172460156,-1.1627282013691131,0.5960190565473369,-1.9508238681236987,0.0510780015331338,0.5587856558699975
BG01283,94.7279220480455,-1.0016966511300007,0.5149760954061992,-1.945132327627537,0.051759053976394374,0.5620106234004015
BG00360,21.87401942005503,-1.1945733566722652,0.616221871010259,-1.9385442368571457,0.05255685926644187,0.5664461498716513
BG00939,526.0932892365222,-1.0464192699986055,0.5417776752015325,-1.9314551298359692,0.05342679311179365,0.5715881174827924
BG01170,1084.6246861361346,1.0214212147556352,0.5307487213712071,1.9244911454836091,0.0542930495493104,0.5764473370163284
BG01417,32.52205441608988,-1.2248665593067443,0.6374655790342817,-1.921463055561896,0.054673355675775484,0.5764473370163284
BG01005,5917.658076868806,-1.4524673605934262,0.76524833030637,-1.8980340146732835,0.05769160138596373,0.5918275867417755
BG00688,305.67686666680845,1.0669399506069994,0.5613816582752903,1.9005607591186984,0.05735956949160179,0.5918275867417755
BG01658,30.340646568510778,1.1956560559011964,0.6311376692639241,1.8944457194191122,0.05816587278630508,0.5918275867417755
BG01749,110.25374178518793,-1.2827981255562786,0.6760996694717624,-1.897350617784698,0.05778167852658808,0.5918275867417755
BG01522,110.16673141417401,-0.9813721036461784,0.5168069375213017,-1.8989143380176243,0.05757573983998859,0.5918275867417755
BG00538,8.667852436424122,-1.5254357532783145,0.8099799395645582,-1.8833006581599816,0.059659634291431916,0.5967489552115288
BG01656,21.541276666759526,-1.234869267115147,0.6549909854241532,-1.8853225381651344,0.05938630506246188,0.5967489552115288
PCNA,35.93798420845948,1.2088818548416373,0.6424493845951682,1.8816764150274652,0.05987996389064139,0.5967489552115288
BG01665,31.275130850172612,-1.0213050825176413,0.5443475985807046,-1.8762002168844385,0.06062779232156399,0.6000914137950721
BG01313,46.529219946280726,-1.1595713899117186,0.6200778343808059,-1.870041671574404,0.06147803129358179,0.6043955103524427
BG00675,187.39655023996593,-1.3259351782015136,0.7112869435865742,-1.864135409987499,0.062302690983572384,0.6083920495375692
BG01036,494.0644882739803,-0.9200960340827168,0.49452071822611254,-1.8605813673149605,0.06280331811638874,0.6091921857289707
BG00738,16.108011120376407,-1.269268167352007,0.6838279500488658,-1.8561220951283233,0.06343615705382791,0.6112556855186728
BG00014,10.717956192199814,-1.4452453928610671,0.7821614785856075,-1.847758336903171,0.0646373105258192,0.6142810591331795
BG01778,10.799390901946245,-1.2765157876631181,0.6918247253927604,-1.8451433445637822,0.06501668942028155,0.6142810591331795
BG00535,128.376031483763,-1.1931925392501856,0.6453465766627657,-1.8489174381623845,0.06446973527371927,0.6142810591331795
BG01179,623.1125799923444,-1.2224205134223185,0.6659361699848866,-1.8356421659001663,0.0664105966212701,0.6234026973157935
BG00320,11.835516173254902,1.3143587259883935,0.7195175859116696,1.8267221701371295,0.06774155311801319,0.6244768009445104
BG00905,17.522012370868556,1.2484658161036486,0.6819410523697156,1.8307532766436105,0.06713737709231404,0.6244768009445104
BG01777,127.96601706895984,1.4996795150571858,0.8211797126293784,1.8262500789934073,0.06781260106476471,0.6244768009445104
BG00526,36.4930218106308,-1.1267060515071927,0.6214365307865621,-1.8130669757716091,0.06982149191853113,0.6309954704438682
BG01061,536.4233776748363,-0.8957849446794903,0.49333382295693173,-1.8157784911449153,0.06940435798338523,0.6309954704438682
BG00297,195.54460692207604,-0.9946168489966185,0.5485000656775626,-1.8133395257992675,0.06977947056842025,0.6309954704438682
BG00959,45.32772745898751,-1.1597501371222314,0.6440421629726465,-1.8007363551623372,0.07174444454393748,0.6326555564329033
BG01613,109.92866991974002,1.0632635018084804,0.5887842144840021,1.8058627858090623,0.07093977526581606,0.6326555564329033
BG01178,213.8379606437013,-1.085316634628673,0.6003897062414398,-1.8076869462385907,0.07065523739035544,0.6326555564329033
BG01703,66.00074439957814,-1.194785358305973,0.6626909691495365,-1.8029298933095455,0.07139922557597644,0.6326555564329033
BG01486,191.90298113695223,0.9295455854419749,0.5253522018963301,1.7693760149603517,0.07683114554667521,0.6429353258635552
MCM2,20.82815210375022,1.230173124417269,0.6879885135892101,1.7880721845187533,0.07376436258537974,0.6429353258635552
BG00726,227.77756757188146,1.0803263044973905,0.6072650917009959,1.7790028099117539,0.07523930128605337,0.6429353258635552
BG00554,15.767291954411897,-1.2035493770795433,0.6780544791797426,-1.7750039473752959,0.07589723541277665,0.6429353258635552
BG00457,686.7052011470855,0.8069423486170452,0.45663454086406474,1.7671513571665254,0.07720288352116535,0.6429353258635552
BG00689,161.52983109911273,-0.9874529686193106,0.5550080678710727,-1.7791686748032898,0.07521211237628504,0.6429353258635552
BG00702,32.61914801671572,-1.2756318100824147,0.7148343482904103,-1.7845138711272075,0.07434020288100318,0.6429353258635552
BG00144,86.5087099268945,-1.003022250337846,0.5654583495514822,-1.7738216283010706,0.07609265940310807,0.6429353258635552
BG01754,213.72653418693167,-0.9065280827443524,0.5132069601988453,-1.7663986521015076,0.07732899108324547,0.6429353258635552
BG00382,25.85078019269157,-1.0891665128191126,0.6151638650499748,-1.7705307068558567,0.07663877371044533,0.6429353258635552
BG00350,8.214386818604963,-1.482192481193885,0.8418171776423315,-1.760705911638731,0.07828819166506579,0.6472120390492655
BG01138,166.24811257855023,0.9952851397268334,0.5672427469060323,1.7546017911300138,0.07932744488431076,0.6478235868842949
BG00028,15.671270510386087,1.4806289151476273,0.8424545161262306,1.757517927443545,0.0788295688545696,0.6478235868842949
BG01849,283.6949508000137,1.0663811412312465,0.6085116183224402,1.752441710432863,0.07969788457201979,0.6478235868842949
BG00822,17.361413633268466,-1.0588571008947034,0.6083205228757763,-1.7406236697211186,0.08174956586161046,0.6608089907146846
BG01156,68.26167037474798,-0.9961554988384145,0.5751582676642342,-1.7319676249876148,0.08327932690085439,0.6694553626560394
BG00673,218.83442601506354,0.9370130935939558,0.5427612189127002,1.7263818064802978,0.08427874668136204,0.6698621604680788
BG01920,50.41097589750161,-0.9359501713437854,0.5429001964795488,-1.7239820088719437,0.08471109108324845,0.6698621604680788
BG01496,77.9332445063399,1.1750680330645278,0.6808383891751876,1.7259133029911584,0.08436301108555094,0.6698621604680788
BG00678,39.608094516062565,1.018397734010416,0.5923303035918125,1.7193071633090304,0.085558456309813,0.6729056969231239
BG00407,5712.058101249992,-1.2320696992108426,0.7210424065337953,-1.7087340329033693,0.08750022700045822,0.6808172742549021
BG01618,14.127845056050361,-1.3804784331234878,0.8075615388893356,-1.7094405400015737,0.08736937691788565,0.6808172742549021
BG00481,2002.427082519174,-1.144057148981693,0.6715636267487243,-1.7035722356204372,0.088461032138618,0.6823442498181015
BG00977,79.53519377296514,-1.0192562663405478,0.5989625685140849,-1.7017027773023172,0.08881109953012475,0.6823442498181015
BG01375,961.788887103773,-1.0741213007843953,0.6317816150885852,-1.7001464986184938,0.0891033728284806,0.6823442498181015
BG00808,26.637964131485194,1.0434820228387345,0.6176768535222686,1.689365591228383,0.09114939074333263,0.6836204305749947
BG00016,119.25605072737005,-0.9737061308968925,0.5755927963238345,-1.6916579517945796,0.09071121003127951,0.6836204305749947
BG01508,377.6980246911833,0.9306246137058689,0.5500312531346084,1.691948609105887,0.09065577263257348,0.6836204305749947
BG01013,11.830908684539247,1.2155127181914842,0.7167003989771698,1.695984430769382,0.08988882860352806,0.6836204305749947
BG00834,14.296107364980749,-1.371285690891649,0.8133358224742395,-1.6860018371256251,0.09179544551168262,0.6839675901832216
BG01094,4994.513104557519,1.1346567678199877,0.6736917939267949,1.6842371809315557,0.0921358403270869,0.6839675901832216
BG00038,51.66233953242943,-1.250886256947462,0.7463942799338471,-1.675905470575589,0.09375671001446023,0.6924670714265971
BG00560,13.994269769922644,1.2769148025111325,0.7631001230963175,1.6733253787589313,0.09426325898474205,0.6926921304181802
BG00879,67.32976739539568,0.9018309918721806,0.548367716748794,1.6445734574220152,0.10005780424508186,0.696798862597492
BG01371,584.3608117224638,-0.9834176328334538,0.5980357483256951,-1.6444127890125335,0.10009096517939417,0.696798862597492
BG00725,299.92932671396613,-1.1417952440783465,0.6901194274734157,-1.6544893515873815,0.09802812512505919,0.696798862597492
BG01797,49.21588150160864,1.0050310000308258,0.605862597253463,1.6588431182035328,0.09714740917486145,0.696798862597492
BG00411,81.42768633640998,1.0089373963404074,0.6129878723322086,1.6459336993107978,0.09977740991540407,0.696798862597492
BG00225,17.82449927187769,1.0363735374270733,0.6325858675341061,1.638312821415026,0.10135645442641723,0.696798862597492
BG00054,608.6763437076894,-0.9947983803056414,0.608362257472665,-1.635207260289877,0.10200560668952975,0.696798862597492
BG01578,12.967329783810504,-1.2114640851529532,0.7305930931854384,-1.6581926334272923,0.09727859119172592,0.696798862597492
BG01411,42.63015907020617,0.9454472759183499,0.5760924932821079,1.6411379890266544,0.10076877448636423,0.696798862597492
BG00211,77.56039433972175,1.0155137879653993,0.6148979932494995,1.65151585972626,0.09863328503099066,0.696798862597492
BG01082,150.71432170300088,-0.7779157205325369,0.4679005746093149,-1.6625662859723496,0.09639928442302234,0.696798862597492
BG00493,162.24580517030637,0.9660133158783514,0.587247547336876,1.6449848454185123,0.09997293631957536,0.696798862597492
BG00092,199.09633020259923,0.8192859808724129,0.49504577083023876,1.6549701646746573,0.0979305500599326,0.696798862597492
BG00105,35.990358104053996,-0.954650744148971,0.5837189976937006,-1.635462864701745,0.10195205329141262,0.696798862597492
BG01779,50.07859357258272,-0.944392767744492,0.573857419235585,-1.6456923550844458,0.09982711377712826,0.696798862597492
BG00153,45.354898743620076,-0.9947553286723794,0.6113856570927401,-1.6270504830005958,0.10372637641199087,0.7052424190628351
BG01373,45.3798216198781,-0.8815587298910997,0.5435393033027741,-1.621885895894514,0.10482778200745295,0.709415920096949
BG00236,90.50163970192655,-0.8839832911237091,0.5459391289265474,-1.619197533728423,0.10540476849011494,0.7100182321903575
BG01299,183.01930926704733,-0.7671927403126119,0.4803194242945003,-1.5972552878524016,0.11020881310168269,0.7106324877769996
BG00217,19.758276961904695,0.9988204203218328,0.6274904906498514,1.5917698119814039,0.11143643550576461,0.7106324877769996
BG00979,17.24082127499739,1.0971005774963407,0.6873236321045217,1.5961921375191475,0.11044590248264889,0.7106324877769996
BG00679,13.893424221276826,1.175640066875969,0.7305016213386735,1.6093599692791392,0.10753765310810663,0.7106324877769996
BG00698,731.3686926870623,-0.9202477111418889,0.5786426365883195,-1.5903558655263894,0.11175461264665026,0.7106324877769996
BG00995,96.85478012035169,-0.8789525162561609,0.5470205221476663,-1.6067998926352727,0.10809827182437218,0.7106324877769996
BG00044,40.88748749111699,-0.8900406817292982,0.5589342101094267,-1.5923889889564073,0.11129732878696733,0.7106324877769996
BG01511,8.645975732874525,-1.2168423790318574,0.7663745105025016,-1.5877907763842383,0.11233365786165629,0.7106324877769996
BG01241,58.30220425256519,0.8994870442451051,0.5610013629308719,1.6033598199224737,0.10885523653857163,0.7106324877769996
BG00429,266.52898766093404,-1.026674808714216,0.6459519076061498,-1.5893982146735923,0.11197051742330746,0.7106324877769996
BG01114,19.102743903830415,-0.9605407269793725,0.5984095755757779,-1.6051560105052785,0.1084594755408215,0.7106324877769996
BG00456,38.654675896953144,-1.124938010697756,0.7047899484134819,-1.5961323132233212,0.1104592556496586,0.7106324877769996
BG00094,137.05002692989487,0.8926559996589091,0.5598678934113466,1.5944046982580875,0.11084542080450871,0.7106324877769996
BG00708,35.165165316140275,-1.1929859935833582,0.7483489446207606,-1.5941573809366771,0.11090078952647364,0.7106324877769996
BG00322,129.94049354532692,-0.9194538900549644,0.58048142345247,-1.5839505846482087,0.11320496474229565,0.7130442584417324
BG01171,12.91967648958682,-1.111497617801602,0.7046967564175054,-1.5772708014893757,0.11473322786586367,0.7195553730380674
BG00234,18.087745736033312,1.2554311042991226,0.7973985826718759,1.5744084973069534,0.11539304062138983,0.7205874425069623
BG00765,614.8358598283861,-0.9718910882843022,0.6203192399711834,-1.5667595419568976,0.1171709074318005,0.7261855859846249
BG01709,35.01022783539394,0.9812720663329707,0.6265064033210841,1.566260234741878,0.11728770632741364,0.7261855859846249
BG01386,1300.6962192017352,0.7686963254491003,0.49373314599132756,1.5569064619019977,0.11949269503786618,0.7337178145692687
BG00031,101.94351973043392,-0.8251608091669828,0.5307517713098975,-1.5547019412304224,0.12001707207387351,0.7337178145692687
